N,P,K,temperature,humidity,ph,rainfall,label
81.70578538830307,43.59623756384853,46.81666521138021,20.244001999512395,78.522874642489,6.733900840989487,208.81525131290104,rice
65.0824205060754,50.66729780164413,50.39987106197222,21.726568219974745,86.720466661466,5.628021197490652,184.13453769348862,rice
81.25418526272591,51.219053648303195,47.74859802996413,25.80873066978129,91.66192911247549,6.274450522451793,205.83651783529967,rice
91.80744779074814,43.124967537862226,43.77942841411272,20.627651050738127,78.3549104078164,6.943972622016887,246.87840964097649,rice
87.83896824374793,47.268588332428095,38.46588640141692,21.25149634136869,81.50340057430434,6.3238399970591805,237.167673816005,rice
86.40789506870925,43.39801690837828,54.097305613263885,25.903175333566146,85.76095673515961,6.417581119351528,213.5680049942232,rice
69.9092395800463,45.679180359537845,50.15692220928738,20.115147909038047,79.62501696709683,5.569003963032629,183.2583041855176,rice
94.21842336044028,56.109735781400715,44.4834765817465,20.782673285208013,84.88262225163565,6.210207656170849,193.85614959280122,rice
77.35406596951893,46.955142031921206,47.317001961044326,25.08074920694115,78.63425613680862,6.061918921939707,230.0687932571389,rice
80.12545034320351,60.69469523564967,48.1738726323789,21.303475416651438,78.98796246360602,6.463628917309474,182.12090484332975,rice
83.43102325093852,63.20690724274873,46.509483557517584,23.105359409652173,87.00603505819295,6.187379335737275,223.6493431452748,rice
97.658592351061,46.58307913402323,54.22381127647829,27.24280513564851,80.74107588705014,5.604041951312748,188.06224011019413,rice
60.72887302606199,37.83328882267785,48.66013546832714,20.56950918768183,82.46565882411267,6.767312966454182,181.86175485886608,rice
92.57873930355743,43.455643243202,37.36329655243313,25.573897322913204,86.80519985491837,6.8162080202905795,238.80568350431088,rice
92.13923721539393,43.4610371771392,38.548790875594456,26.00491801312687,89.2956863497417,6.98575771300101,213.00941415291413,rice
74.88072343171133,58.29238882225991,41.816070805060356,27.44605860482852,90.01777852580216,6.143491041062528,240.06968542331978,rice
90.1817149633873,38.09371606507798,53.05105813359133,24.042018979582856,89.57040452550838,5.9800744015459175,251.64185827969604,rice
75.56806714936653,35.32512954440895,53.10763952838528,20.73029341428907,82.47039092626581,6.925092950576207,256.0485717550045,rice
82.93751552493144,53.95511636509398,43.96891043956639,22.345686173584518,82.60130363517882,6.508777684115557,240.18996235501442,rice
91.66316174903395,58.68854428383662,36.82412206097381,23.95536243762065,78.80582264023302,6.324293323485604,215.32244010987017,rice
95.508167310332,45.527450376562356,37.341340328552114,21.143933456422687,88.66114884404462,6.427327094974392,188.08981408982322,rice
63.364272244599896,56.0290739437736,36.45526012728387,26.57488047432285,87.88739118019095,5.62202317096285,186.78701712681536,rice
99.46558314004702,46.22812387268361,42.412842941337814,26.50239653806002,91.26148008337402,6.979001595734307,240.27025482071534,rice
75.05038342123663,37.50502150096006,50.542938318548735,24.46723399788644,83.93910812945767,6.8595315776421035,188.8957985844921,rice
79.70500417163436,35.34060934302257,44.37321283988253,20.450426205454697,79.66345082775301,5.676289370165657,231.9368241692851,rice
89.84179517061693,52.50106295291479,54.24345096949084,22.998964636189633,81.99996920794605,6.80289869228419,197.8876670815562,rice
98.52890157762445,35.36463424069449,54.397576534152776,20.34527929560461,90.476003591773,6.29155166362945,259.43718368954404,rice
62.95186258941595,51.61562853203962,54.38605071238198,24.18478275336119,86.81158093389368,6.543623033476926,216.36328518142187,rice
85.10232320336254,52.529429357693004,53.02316020981978,20.363571042731664,81.93348465429122,6.925617226114838,251.22110271127332,rice
78.22627011142852,53.6039779340461,40.54762365962265,21.50496927779009,84.49177766915975,6.0300283420390794,226.69248894806975,rice
63.10938547859939,64.231844229985,54.72421488959206,25.585293712157963,85.50534912881768,5.964291424429492,245.1036015765559,rice
87.38924690215518,39.87850818034674,53.21854368987685,26.580297943385354,91.29719878608694,6.58857926258254,229.0732156748632,rice
76.72972145162475,62.9818545006204,52.32127779000817,20.361749360849515,78.36913764296153,6.0646950503170745,244.8442664625466,rice
99.49104517259778,39.512506733105845,46.8826143070427,23.047126853048173,91.57880156940445,6.763178384703563,247.06629637689105,rice
78.7477263917988,47.44458507012995,40.468141438614126,20.451003973207417,90.10611326757075,6.719351513695116,259.97741386289044,rice
99.86547348295622,51.66295116807882,50.379748303610214,27.558125839059425,89.89506346948376,5.871022152614796,216.04353082480748,rice
65.1663766060598,63.621530817761666,47.1234926890176,21.829142444027703,87.403809581682,6.427192360686844,208.65301744262723,rice
64.54230368798517,55.14719586778399,45.40615401807587,26.178547133885115,85.28228901556791,6.77827225047781,224.15254710195885,rice
82.43751886141546,61.29960807975035,43.06965732424794,21.072121827605127,78.40295746838675,6.632705883510429,229.6247641082772,rice
88.16319072396894,41.388924845267326,37.727429511735394,20.116357325343056,82.90822582329236,6.38487653028195,211.37952360797857,rice
77.49899688094916,62.12476083481245,41.96510934046601,24.111915913278487,88.971142178376,6.094814173481906,229.76693601822987,rice
94.4945483498698,63.485618709729266,37.94146961858076,27.412701001291957,84.88962810311354,5.887366582448437,216.7308604990609,rice
99.20130301141909,49.77854281978609,41.57503220575016,25.067206834533806,81.3620386628947,5.613794992162996,190.31037775285193,rice
65.1218335583109,39.55708080536883,37.7765434529882,25.12699795842572,80.54632118158803,6.018500924985795,251.74307279248094,rice
78.95846561051489,55.02673215563081,38.4463974240326,21.538312150469366,78.57216062773071,5.7534025946082465,202.2872271225567,rice
67.08041937106987,37.66107601271167,37.412717422012015,23.686230144261806,80.88867205768109,6.0464047915721135,220.27338166838854,rice
87.61579314517462,36.17936419523297,50.98820797818085,25.023203115927263,79.14462644728421,6.810367936160166,253.66979204254505,rice
62.44311839419455,43.30632944441611,51.12402559586123,25.986077523069266,80.58329427098928,5.814023985005066,209.63776822331056,rice
79.38091940764085,53.54764314590888,42.378272791395446,23.700277729065185,88.4645931338726,5.555024804335897,200.19495554752166,rice
88.5339834353821,61.856205130615976,45.233548842313326,24.256907882122526,79.50040815875687,6.171118550235182,222.60938131640185,rice
69.69882014538919,43.07729692848143,42.54568326209245,20.16056958222181,82.5091083181645,5.817172010494817,206.19978817423316,rice
64.79048527277004,61.71581842219685,46.87184907108097,25.43281855315592,89.04839734050273,6.247663298393586,186.9536230469939,rice
81.48426167274191,52.60523354062637,49.908789483686604,23.453276369837436,79.78612423913789,5.925663858698087,209.0465837118908,rice
85.83668965326405,52.12334914006736,42.12193451795692,27.89212199034384,86.48084747099642,5.855840187603992,188.1425978096323,rice
66.11436556737328,42.37873185153524,38.21362746519112,21.492536192410448,81.99133236171386,5.760060392942132,251.74123397011402,rice
63.20934982646569,50.73534168710764,43.20793653979323,27.859028935268853,79.56854463035273,6.096783398568612,257.5576346620295,rice
94.62028503575921,59.512162128478394,40.1580565408988,21.367100699120527,87.36100507894203,6.894063983691378,224.5410314411144,rice
82.864507578796,43.399372809808526,50.38985866383874,21.49634998846019,82.53150930965941,6.138154657924625,220.6088302947564,rice
69.69638929660321,38.445104742176106,47.21240084883265,22.309044425922046,86.13733509991657,5.731544072911303,218.4912081483854,rice
81.30357730206343,46.55470610467281,21.732085563878414,15.344146769389742,51.39424935040089,7.482932395062907,72.56476914823061,wheat
92.3949778341854,52.63921964291291,28.630054444478585,21.602278598896866,63.104052293372575,6.601679520535269,78.8288639903088,wheat
73.95473066171981,72.88587432743478,31.612388155754584,23.650269106665128,52.734538916681984,7.042474707846195,115.68383197747265,wheat
67.24932264662641,46.99488802100333,29.82241298580118,19.74473113179912,68.52023308868198,6.037613040264692,105.66871183019231,wheat
68.06509280190978,49.90967828597113,18.285315958619858,22.14574720231382,64.6343388553164,6.689211222107502,75.11813388864518,wheat
95.08802163252433,56.77335322267906,31.33198878943154,18.391349085702185,58.292777447347966,6.586555635638331,71.09645119148995,wheat
89.90437520705004,60.081611702774374,19.644253902936345,22.995745732745682,58.44560687021065,6.724039863893781,113.45304776751829,wheat
84.96951983655968,48.50694122125092,33.796642472269504,20.27708053071418,57.3679235224559,6.036762523527758,105.58176324892071,wheat
84.80291023714054,61.00383275928965,32.87785166101915,21.885972112245305,53.33684735412053,6.329927515252432,67.3942397870126,wheat
89.75785170290708,46.00597304207338,26.39779369742633,21.624586857406904,69.28884400875849,6.381538972817043,107.48801132704091,wheat
64.42526947820829,70.39356875203555,17.54977324663965,17.972872905603673,67.54049804715018,6.054859626492915,66.0475976662849,wheat
88.89010273572265,66.60109609638224,27.822952657705947,20.939484444671002,61.939937753647115,6.228058400141819,74.19871954527436,wheat
67.26390867205703,72.25351684000884,26.66783589532241,18.0085141676364,60.16412768017092,7.410381677340086,60.73459821812561,wheat
83.44919328067189,60.17666036653398,27.22908470869296,14.181101838208406,69.18672599677133,7.384601080222141,89.55932285124462,wheat
87.8660329550757,72.67498143531887,29.14477268626797,15.525390429142613,62.678343923669885,6.831415578850855,79.68914699116702,wheat
89.45776942498891,73.03101044307044,33.51137025813553,18.508393714041322,52.49123700849662,7.4742300382359685,108.72286605121539,wheat
64.98650724813068,72.62525647852117,32.39792724124257,19.188380571260723,63.00805958638844,6.478304596579221,53.833314717542194,wheat
73.40788966583604,69.08560345794035,15.092640460092056,17.334991716911443,58.75971125900075,6.713572524994468,114.38989314889324,wheat
73.85383977463844,55.40859605688683,29.750024962194967,18.522179408898072,54.941306104679605,6.569147177425578,59.85999142658599,wheat
67.05547946024893,59.95103318218439,23.378508990090957,23.148459010681,57.972665780565926,6.7870001954726735,94.25850015436713,wheat
60.523778263533345,64.90612116050131,18.560719337395028,23.61070317469455,53.27058001056849,6.50486101033594,55.974476765505074,wheat
99.87497007383789,60.065850309937275,26.907700346400876,14.670764773884274,66.4991303487819,6.156839508262496,112.86380026084996,wheat
68.20558561928028,50.720631619909994,15.730993356961898,18.720669451099994,62.42650493177756,5.911704687028199,104.28693316865073,wheat
78.13155338992111,60.7317080798274,23.81525493876456,18.00763060875326,62.312087288780795,6.063908418082211,62.73496913466898,wheat
94.47142484054069,73.38346386400897,22.46618632559506,16.70744673143554,64.16798995125835,6.494848090866764,51.77704489622414,wheat
66.24610389464762,66.47916686542193,28.178478838203027,14.270959925034834,54.88338756252489,6.192827154199721,97.03249205191099,wheat
60.788421510174565,48.123257459537214,30.998321707463788,15.785446620543336,64.36041437274125,6.204910727779435,56.960897493154164,wheat
69.72688763997816,66.66800795566978,32.11392936212572,22.302198645669918,58.73803765160601,6.9357447321700985,64.34890067910747,wheat
71.72590921044053,71.89007455563359,15.26003847021472,14.85508530854468,54.5734976132126,5.845104746585493,62.70048045628581,wheat
83.32166243878768,57.642736517774935,32.8534342215395,22.17443561738441,57.51998173735327,6.241019836833197,76.57846857170868,wheat
83.6117977005923,53.041909224686286,27.482978156982682,18.094116521912404,62.14503797874357,6.541415099530038,70.61260316793424,wheat
97.93813227848626,67.90817382479283,17.802263515329052,22.68467975897913,60.7234863614893,7.320738785719955,105.98986791631206,wheat
77.00854017876934,45.67407924960352,20.37354718769892,19.41634214660867,63.93652083617524,6.238409065236444,59.75492518509769,wheat
93.39720947197196,74.53206542110657,25.513803646053717,15.716792858483036,55.990761183426116,5.831264150130694,114.00091645923493,wheat
64.71004331560565,62.29549426542761,20.48110441374412,19.541780025157934,64.33124854374101,7.210561066302243,64.44948902324222,wheat
60.43983314633922,49.10656890206422,33.0003728369621,22.738900775625154,63.14308824774678,6.82087866273721,96.55256721823788,wheat
67.01485114493798,72.4323583777488,23.375410497841465,17.831385282494974,61.416189516222424,5.879842143517593,61.639835812925554,wheat
89.52134465705481,47.483960037753796,27.063042189327764,16.45349109681321,58.56450350892348,6.29077935251019,74.89709015254644,wheat
88.76183620736981,53.91365146869525,26.328092805937942,18.760504021990997,64.60076563797826,7.392610556852088,101.28004680471753,wheat
68.59761514363026,45.93549405183854,20.2452808859965,19.95077930700255,51.13136789665351,6.643822620242101,91.77899942418225,wheat
73.36975563267843,68.12736611237466,17.131965062675437,14.751377817358087,66.02015263647928,6.642335237550538,98.18816774994153,wheat
77.39309354414985,52.3920609971732,31.382046353483993,21.99415878968979,65.28332235879739,6.262646733290937,91.3161466808361,wheat
74.43895587760107,47.747462199799024,33.34627150924486,15.368186309189614,70.90522178405766,6.558209814028524,62.959305018703375,wheat
81.67603789513433,71.18837507629225,29.644497728191226,22.0656114786145,64.49323406763578,6.976870159680349,109.44369560957236,wheat
69.98672035436743,59.68274890929422,19.424188836392045,23.87668007996647,70.76930547310549,5.86702557932646,99.3902620760982,wheat
97.00993269662663,50.417260353820005,26.358904611052587,23.15488297588042,50.74681152888758,6.985614454319628,70.81443051607854,wheat
96.97584781506121,74.13174735496104,33.88532978226868,18.742142166574638,68.96493832176489,7.23573397750962,72.3370331270279,wheat
93.1566189660271,46.11022904146478,26.92539756964106,16.30008837287703,52.65247148710014,5.930820442769655,98.74021431146979,wheat
73.59499855072265,66.74300314586284,16.307126815978847,17.152903378306103,61.86880843225742,7.144229380226238,72.31267520524489,wheat
85.03565505748037,71.57933244708562,27.31726376364609,16.329594747536337,50.53681719424384,7.27916808563158,51.4888587595271,wheat
94.98806690736798,60.868114020816364,33.781353970257925,21.987832357736654,71.95455043173342,6.396210086267907,103.70318022517888,wheat
76.07723654436968,59.396268609117264,27.5501092643674,22.736771141863386,71.64983632238449,7.106064803569681,79.24367475171337,wheat
76.85428009108281,67.12746904766675,19.775542915366046,15.104741131313947,57.801687468097086,6.288306285811939,70.7415684319193,wheat
69.3443100419964,46.26279568909086,15.357478694668277,23.877223897360317,59.41100894218897,6.4533553001714585,97.57530978851489,wheat
68.73015551460257,73.49883551850675,30.726900288311043,14.894110023122595,59.18677706726842,7.29450112285568,116.13124156039872,wheat
78.69606044999479,63.40234167632123,18.340678921841505,23.911686261369766,55.09677743043576,7.402644016029713,95.4752654294658,wheat
84.30947179515437,60.38065533049526,19.61339623435517,15.765280320055084,54.85069659954386,6.116945045645233,104.57091314967273,wheat
74.00501036666921,46.73528029690189,34.38205260281623,22.83785884963426,70.41055023029469,7.49134329849894,62.17266744536411,wheat
75.84968075610635,67.74715427112274,28.920412361075844,15.53895906339855,67.94832874979359,6.181548972122323,65.66723303758361,wheat
81.47897691573654,62.78819804525109,26.601724156756223,14.914868373977548,69.30413897786838,6.2515200724008,59.06604448979629,wheat
95.54992319475909,73.6695449468926,32.24255234530901,22.09516074724878,64.41532357405848,6.736457530035537,56.08907319379871,wheat
76.33812852282794,56.18065551036942,20.195075675206525,21.23420113688585,60.90926617173296,5.937778567043002,65.41282413648679,wheat
87.33035054638384,47.283925784709005,32.02413828097538,18.951465270139742,60.57290470118626,6.807093233921179,107.72766761476043,wheat
73.91236831608772,65.3404845767719,26.314639279915824,16.670282701694212,69.32985969981348,7.155624236731778,96.09162842608978,wheat
94.02326916376967,71.01882602879407,29.167259534300698,22.37013328363672,65.34437215672423,6.95623931199251,93.3027964750629,wheat
90.10866558230565,49.75815315879221,32.617415183978565,22.718435277452322,50.643440226760305,7.203888475960096,59.020890723141164,wheat
73.40475417036568,67.30524768874824,18.215197920966165,22.17967024119062,68.30695191507033,6.662695147393421,50.44701102017835,wheat
71.48152532699652,63.507807551272265,34.62372356054847,20.318135270166685,55.71567878341152,6.877809695269339,87.79897658010988,wheat
91.19381580604575,48.20941916480875,30.22055805004056,19.412665786761103,71.18582408489789,6.3811826822657665,94.28353251937637,wheat
97.2811242204007,48.07529183972038,33.74456974472902,20.878857223008133,51.49241530031378,6.311638063809587,99.57204620516971,wheat
62.69402405875087,62.4651138052882,21.917661139059135,20.20915517767477,51.00632474387528,7.281612570459039,118.14422784241778,wheat
98.75511421142767,67.48955495228773,17.60172480261264,21.582631959290225,50.54091216209363,5.837610037599295,72.65271534046789,wheat
79.54572761618664,68.1122225342338,28.665907532130106,18.459027063767483,56.01978665819665,7.495111650268109,79.83269115651811,wheat
78.05548097318702,49.90871463575007,30.89619097499859,20.936822257814885,54.85693148135273,5.9400477775469325,97.63495114522992,wheat
86.1804485712454,53.19778580994628,34.0172712450082,15.510578917809003,59.51136562293724,7.404147064284918,79.38091218482856,wheat
85.54103790656342,56.92783193888383,20.4843040469734,23.83977647959828,59.00534813893095,7.319968646254528,66.09682241237603,wheat
68.52418816100334,45.93402248653534,28.033336507517703,17.685263437237612,69.01588149647202,6.604456841375647,117.77353995403053,wheat
67.42102062812485,71.05869503866832,30.531937055834835,21.70921844644052,68.58523101857153,7.0937407846030975,93.83542251419908,wheat
65.2497951072955,45.975785384737556,33.41695695631374,20.16650314520738,67.52382040147589,6.618587997571335,58.211573227367616,wheat
65.00743168810202,65.56695861686914,23.606117897989254,16.005247267003366,60.81508002831161,5.909155193027728,90.73799813400791,wheat
70.75973617740391,68.92677301911564,21.207239178471475,18.552201490818014,50.25565187797822,5.92315970925075,77.47454894846794,wheat
79.19755338868494,63.00061644357911,20.833251574186065,20.949818861265427,68.9226927381625,7.125746681118695,52.773317774385,wheat
79.22027789031316,48.147905352545244,19.84090031725055,23.866625932671464,53.13490194383329,6.648109860867305,93.27090140226834,wheat
88.09859882176416,61.78946050460742,15.195416948383674,17.26461308243992,61.38965615446365,5.949373048546216,74.54388518464265,wheat
61.328124351654665,47.35735491465062,22.93846552403192,15.327157540430603,62.48589866175428,6.972090447533351,106.0410689376358,wheat
68.0060097697924,50.024477467772094,17.091356806688005,20.364302495436366,65.54246598271183,5.853696446203592,115.53485723705829,wheat
62.0788513460589,61.238890059032116,29.18121038901833,22.709691237460856,65.70991250691341,7.162937741218646,73.76151347799643,wheat
92.5930045498605,47.40344539154025,32.89633312121055,19.475923761537363,67.98055093917486,6.568941083681111,95.05043866375675,wheat
81.05610643744453,66.94768565265996,16.63259964061179,14.603520839905638,55.43627114822322,6.0712259561924204,111.02484966145411,wheat
68.76855949432178,74.27595767457393,21.737915835422136,15.821179156886993,67.37336715713454,6.91980321835149,84.87370015171973,wheat
82.21454203750525,66.57605334816792,19.569094826625975,23.96333916056742,71.44544956722923,6.9055536667897925,63.96797156504016,wheat
87.20912969725165,47.165952269375275,15.613050044116122,16.576828885112135,60.177705048264954,7.276063259194247,100.90183488364156,wheat
89.70826084799924,57.764800033442256,21.91869985093926,17.710387629846025,71.72829040219327,5.86818562540122,110.6922047285714,wheat
83.14701634289574,58.158462575687714,29.50515320830273,18.866689414247027,69.21531123779653,7.331193168819139,79.52046488114188,wheat
71.07311188940207,62.77050985780087,33.24726691233382,16.106621890056665,63.70526483839662,6.873652374157285,101.31791156906968,wheat
65.2627074050904,66.47474894046266,33.18065041331282,15.796831088702419,55.22595314832531,7.451371659870787,62.66838668966429,wheat
94.17540373478317,59.768335693441045,19.94462148806354,22.707499012725116,59.79671561005864,6.675189501680473,75.1463358579836,wheat
83.71803405739709,49.90571617755069,22.821630733035214,23.694123223352875,55.678935519424805,6.9164523297201965,72.76330449572865,wheat
90.93892502746402,48.92620982155049,34.39642090157089,18.53789541383639,55.1931101936222,5.924944470461021,61.88305335612785,wheat
80.79095794224071,55.11009529293859,31.57766731765219,18.308875236618057,55.47171399692786,6.849146477226851,99.47440518198121,wheat
66.681676316038,40.02857648864953,15.733428538670859,25.364020150656405,68.2760905524361,6.449261751499628,102.20852244845986,maize
92.22680611800213,52.560630931902566,32.36542561026518,20.058412100367683,57.238392387954555,6.039499223033979,62.854342804465745,maize
81.24678112004128,63.098170768848846,15.786870813370193,19.221099140100268,64.0439805656687,7.36775003505581,75.80780524883752,maize
80.2893923475357,36.24718577151177,17.966864019241775,27.86630122958847,74.30237392872091,5.509879961868819,107.59058927116195,maize
85.56479751262002,61.03754883560066,24.09479711267718,23.155960285792503,64.7769316051384,6.833728515092209,66.98256273781564,maize
61.19894359490712,44.23789824773573,29.093615254732935,20.018534521229483,68.46864866649835,7.439824092214541,64.69503578947092,maize
86.90408472900505,48.312506579137136,32.362845087550106,19.77149789447386,68.85251904452329,7.17623057929622,107.23071097370116,maize
87.32992113158583,49.91524292025282,27.356944804024277,26.68904984478718,66.4121949327766,5.560774119393674,106.54743477534889,maize
87.58107004126245,55.29540157331739,19.31350304795434,24.58885470232657,62.87728811308317,6.802465954082984,65.32965151539953,maize
86.31381218412145,64.98241177311999,15.96424077721112,27.771741842213174,63.13815921445741,7.241506900674518,99.11927420291367,maize
82.68065043946672,57.153476277539795,32.57031122602696,22.04140321651033,61.54066323126477,6.835186771127169,100.39229709706294,maize
90.49140539106463,58.93440946575903,23.71166629625866,26.178342161750216,57.40418110741217,6.588978195921699,60.28793302490608,maize
72.98343319601081,45.99384604614194,22.923453832185107,24.954672066898624,62.771162025406916,6.397387245245062,71.87720654371637,maize
74.9300716651736,41.81808881789455,16.46391847536887,24.03448593381378,68.36425597110032,6.738980692019229,83.17470219002863,maize
75.19143120716919,60.90000948715476,25.38163570272436,22.791818776297312,55.512841316128714,6.182495655252312,79.00978093929285,maize
75.95291123587602,52.40517107681997,25.67205093453757,24.079050927934446,70.29766523084257,7.125971477432187,95.90615381132471,maize
98.22094783819739,35.54697748029085,18.915559713670923,18.075628749781423,67.94949428309206,7.296061097899974,72.17411482881496,maize
97.08138179185227,36.80802170868682,33.68872053611028,21.516226872396345,57.02841656898433,6.4717435183726515,72.8388283860254,maize
71.39491607847691,44.218698947788596,31.060517956653268,23.391612766752544,61.22615398312007,6.720667566621836,95.80753371115968,maize
70.90496002934135,47.40647304576055,17.43772186673895,19.811493495346802,68.62235707929966,5.862876695391254,86.258169183353,maize
88.3618504688973,38.206307692842316,26.346244392578072,20.565627837013636,74.2585375047516,6.467091293439849,100.2996274887579,maize
82.00906168625048,36.302375985644574,27.663027511880447,27.514033422066568,67.03223640292663,7.13837771885358,104.2103231674204,maize
69.1231908779573,41.3613451972468,27.219619777019837,22.110284698067048,71.7972260573344,7.300046246796022,77.6710689651359,maize
69.47482235897928,58.41576545731586,20.49612071096272,26.226143185136785,63.47476507297526,6.835099798582941,64.7767656917334,maize
84.95437298706292,48.55303036211687,26.732169263509483,19.680142077448636,69.73747489888365,7.225594155086457,70.83699000453878,maize
63.82858222080647,35.709157581390095,27.83943000886532,24.070940360887807,65.9339482542814,5.963894192231951,79.54529979527574,maize
83.77905340744692,49.90300576577508,34.755710404297744,19.36439752556733,68.90289108095187,6.308637536208584,81.40998074628074,maize
88.70391062632706,55.77308453973109,34.825119874043764,19.28394289454125,57.08219298768333,6.948677634257482,88.91934585032045,maize
70.96642666239224,37.3825810696696,16.71316499192861,26.941908746641182,58.837346494374856,6.146743124231041,71.3328201113494,maize
74.1998522332775,37.0827152823828,25.38119581816541,18.676125635922148,71.00713015644723,5.967424163820866,87.00059573022553,maize
95.20316350245832,54.52632107141582,25.659155731026708,21.243337531153756,61.66003826116396,6.83897391039638,109.70696806105838,maize
86.47356759397515,51.733502521100746,29.61301020478492,22.65205612283718,56.2028468520157,6.62459363175582,107.881264225269,maize
67.01211769430638,55.70014672461997,19.018673773181128,23.358276844730813,56.93352899293439,6.40074187251637,97.8081664447623,maize
73.90286096955928,54.94735173461654,30.908999215794584,27.27177819479453,59.69284163710907,6.298631831618616,67.62080066652086,maize
